PCIS Permit #,Permit Sub-Type,Issue Date,Valuation
14014-20000-03712,1 or 2 Family Dwelling,9/2/2014,"$1,500.00 "
14014-10000-02454,Apartment,9/19/2014,"$2,000.00 "
16014-20000-00931,1 or 2 Family Dwelling,3/4/2016,"$4,000.00 "
13014-30000-01949,1 or 2 Family Dwelling,5/31/2013,"$75,000.00 "
14010-10000-03188,1 or 2 Family Dwelling,7/6/2015,"$221,445.00 "
15010-10000-02925,1 or 2 Family Dwelling,11/6/2015,"$70,000.00 "
14014-20000-04414,1 or 2 Family Dwelling,10/10/2014,"$20,000.00 "
12014-10000-04411,1 or 2 Family Dwelling,3/21/2013,"$179,000.00 "
13014-20000-01858,1 or 2 Family Dwelling,5/16/2013,"$37,000.00 "
14010-20000-03609,1 or 2 Family Dwelling,5/7/2015,"$282,100.00 "
15014-20000-00057,1 or 2 Family Dwelling,1/7/2015,"$6,500.00 "
14010-20000-03885,1 or 2 Family Dwelling,12/10/2014,"$5,000.00 "
16014-20000-00646,1 or 2 Family Dwelling,3/3/2016,"$30,000.00 "
14010-20000-02504,Commercial,3/25/2015,"$320,000.00 "
14014-30000-02442,1 or 2 Family Dwelling,6/12/2014,"$48,000.00 "
14014-30001-03119,1 or 2 Family Dwelling,12/5/2014,"$5,000.00 "
14010-20000-01038,1 or 2 Family Dwelling,4/1/2014,"$35,000.00 "
15014-20000-02334,1 or 2 Family Dwelling,7/16/2015,"$65,000.00 "
14014-20000-03487,1 or 2 Family Dwelling,8/27/2014,"$4,000.00 "
14010-30000-02289,1 or 2 Family Dwelling,3/12/2015,"$75,000.00 "
14014-20000-03524,1 or 2 Family Dwelling,9/18/2014,"$60,000.00 "
14014-20000-04410,1 or 2 Family Dwelling,2/24/2015,"$185,000.00 "
15014-10000-00858,1 or 2 Family Dwelling,5/13/2015,"$235,000.00 "
15014-20000-04248,1 or 2 Family Dwelling,2/8/2016,"$70,000.00 "
15014-20000-00220,1 or 2 Family Dwelling,3/27/2015,"$10,000.00 "
15014-20000-01442,1 or 2 Family Dwelling,4/21/2015,"$24,000.00 "
11010-10000-01262,Commercial,3/20/2015,"$80,000.00 "
14010-20000-00922,Commercial,12/12/2014,"$150,000.00 "
13014-20000-02054,1 or 2 Family Dwelling,7/16/2013,"$21,000.00 "
15014-10000-01375,1 or 2 Family Dwelling,1/7/2016,"$175,000.00 "
15014-20002-05361,1 or 2 Family Dwelling,3/9/2016,"$20,000.00 "
15014-10000-02378,1 or 2 Family Dwelling,11/19/2015,"$292,448.00 "
14014-30001-05436,1 or 2 Family Dwelling,6/11/2015,"$15,000.00 "
13010-20000-03179,Apartment,9/15/2014,"$1,000,000.00 "
14014-10000-02342,Apartment,8/14/2014,"$3,000.00 "
15010-20000-03873,1 or 2 Family Dwelling,1/29/2016,"$412,000.00 "
13014-20000-01471,1 or 2 Family Dwelling,5/3/2013,"$64,640.00 "
14014-70000-04925,Apartment,9/14/2015,"$26,000.00 "
14014-20001-04215,1 or 2 Family Dwelling,3/31/2015,"$20,000.00 "
12014-10000-01596,1 or 2 Family Dwelling,2/4/2014,"$285,243.00 "
15010-30000-00501,Commercial,6/4/2015,"$260,000.00 "
12010-20000-01256,1 or 2 Family Dwelling,4/25/2013,"$150,000.00 "
15014-20000-03381,1 or 2 Family Dwelling,10/5/2015,"$500,000.00 "
13010-10000-01274,Commercial,2/25/2014,"$16,481,151.00 "
13014-40000-01147,1 or 2 Family Dwelling,6/10/2013,"$38,564.00 "
13014-70000-03648,1 or 2 Family Dwelling,9/13/2013,"$65,000.00 "
14014-10000-00660,1 or 2 Family Dwelling,4/28/2014,"$40,000.00 "
15010-10000-03083,Commercial,12/11/2015,"$9,828,240.00 "
14010-20000-02627,1 or 2 Family Dwelling,4/4/2016,"$175,000.00 "
16014-20000-01013,1 or 2 Family Dwelling,4/14/2016,"$30,000.00 "
12014-20001-04678,1 or 2 Family Dwelling,6/26/2013,"$10,000.00 "
13014-20000-01266,1 or 2 Family Dwelling,8/9/2013,"$300,000.00 "
14014-30000-04843,1 or 2 Family Dwelling,9/30/2015,"$150,000.00 "
15010-30000-01477,1 or 2 Family Dwelling,9/1/2015,"$88,000.00 "
12014-10000-04407,1 or 2 Family Dwelling,2/22/2013,"$58,277.00 "
15014-10000-04081,1 or 2 Family Dwelling,9/23/2015,"$10,000.00 "
13014-30000-01935,1 or 2 Family Dwelling,7/18/2013,"$155,000.00 "
14014-20000-03396,1 or 2 Family Dwelling,8/5/2014,"$30,000.00 "
13014-30000-02904,1 or 2 Family Dwelling,1/7/2014,"$650,000.00 "
15014-30000-02979,1 or 2 Family Dwelling,10/19/2015,"$210,000.00 "
15014-10000-02920,Commercial,4/1/2016,"$3,800,000.00 "
14014-10000-02071,1 or 2 Family Dwelling,9/10/2015,"$328,250.00 "
13014-20000-02244,1 or 2 Family Dwelling,1/23/2015,"$90,000.00 "
15010-20000-01959,1 or 2 Family Dwelling,9/16/2015,"$626,000.00 "
15010-20000-01621,1 or 2 Family Dwelling,7/20/2015,"$4,000.00 "
15014-20000-05920,1 or 2 Family Dwelling,4/14/2016,"$350,000.00 "
15014-30000-03186,1 or 2 Family Dwelling,11/18/2015,"$75,000.00 "
16010-10000-01200,1 or 2 Family Dwelling,3/30/2016,"$7,500.00 "
13014-20000-00620,1 or 2 Family Dwelling,3/1/2013,"$66,300.00 "
13014-10000-00653,1 or 2 Family Dwelling,2/22/2013,"$11,000.00 "
14010-30000-01179,1 or 2 Family Dwelling,11/25/2015,"$60,000.00 "
13010-30000-03690,1 or 2 Family Dwelling,10/5/2015,"$3,000.00 "
13014-20000-02285,1 or 2 Family Dwelling,8/19/2013,"$129,100.00 "
11010-10000-00968,1 or 2 Family Dwelling,6/18/2013,"$7,558,000.00 "
15014-20000-00862,1 or 2 Family Dwelling,3/4/2015,"$7,500.00 "
15014-10000-03093,1 or 2 Family Dwelling,8/24/2015,"$300,000.00 "
15014-10000-01505,1 or 2 Family Dwelling,7/23/2015,"$150,000.00 "
13010-20000-03782,1 or 2 Family Dwelling,3/18/2016,"$185,000.00 "
14014-20000-03483,Commercial,5/12/2015,"$200,000.00 "
14014-20000-04793,1 or 2 Family Dwelling,11/4/2014,"$40,000.00 "
15014-10000-01882,1 or 2 Family Dwelling,7/6/2015,"$325,000.00 "
15014-20000-00595,1 or 2 Family Dwelling,3/20/2015,"$5,000.00 "
15014-20000-03598,1 or 2 Family Dwelling,9/30/2015,"$132,000.00 "
15016-10000-18020,Commercial,2/12/2016,"$1,000,000.00 "
15010-20000-00534,1 or 2 Family Dwelling,1/8/2016,"$670,000.00 "
13010-10000-00578,Commercial,8/7/2013,"$14,500.00 "
13014-20000-02268,1 or 2 Family Dwelling,12/9/2014,"$40,000.00 "
15010-20000-03273,1 or 2 Family Dwelling,11/4/2015,"$430,000.00 "
15014-10000-00227,Commercial,3/25/2015,"$60,000.00 "
13010-10000-03298,1 or 2 Family Dwelling,1/12/2015,"$232,716.00 "
15014-30000-03409,1 or 2 Family Dwelling,12/2/2015,"$10,000.00 "
16014-20000-00353,1 or 2 Family Dwelling,4/7/2016,"$472,000.00 "
15014-30000-03176,1 or 2 Family Dwelling,8/6/2015,"$25,000.00 "
13014-20000-02671,1 or 2 Family Dwelling,7/5/2013,"$8,000.00 "
14014-20000-01722,1 or 2 Family Dwelling,4/28/2014,"$4,300.00 "
13014-20000-05062,1 or 2 Family Dwelling,3/21/2014,"$23,000.00 "
14014-70000-00628,1 or 2 Family Dwelling,6/23/2014,"$28,000.00 "
14014-20000-04190,1 or 2 Family Dwelling,11/18/2014,"$70,000.00 "
14014-30000-01001,1 or 2 Family Dwelling,4/3/2014,"$7,500.00 "
13014-20000-03412,1 or 2 Family Dwelling,9/18/2013,"$20,000.00 "
14014-30000-02653,1 or 2 Family Dwelling,10/9/2014,"$450,000.00 "
15014-20000-00338,1 or 2 Family Dwelling,3/9/2015,"$50,000.00 "
15014-20000-03314,1 or 2 Family Dwelling,8/4/2015,"$71,000.00 "
14014-20000-05677,1 or 2 Family Dwelling,1/13/2015,"$27,000.00 "
14010-10000-01796,1 or 2 Family Dwelling,10/7/2015,"$176,911.00 "
13014-20000-04250,1 or 2 Family Dwelling,12/19/2013,"$65,000.00 "
15014-20000-03475,1 or 2 Family Dwelling,8/27/2015,"$20,000.00 "
13010-20000-04327,1 or 2 Family Dwelling,6/22/2015,"$275,000.00 "
15014-10000-00439,Apartment,5/8/2015,"$180,000.00 "
16014-20000-01147,1 or 2 Family Dwelling,4/1/2016,"$15,000.00 "
14014-10000-04114,1 or 2 Family Dwelling,10/10/2014,"$40,000.00 "
15014-70000-04418,1 or 2 Family Dwelling,2/23/2016,"$80,000.00 "
16014-20000-00144,1 or 2 Family Dwelling,4/5/2016,"$27,200.00 "
13014-10000-02729,1 or 2 Family Dwelling,7/19/2013,"$11,000.00 "
13010-30000-03188,1 or 2 Family Dwelling,4/14/2015,"$600,000.00 "
10010-20000-00099,1 or 2 Family Dwelling,4/27/2015,"$200,000.00 "
14010-20000-03545,1 or 2 Family Dwelling,1/26/2015,"$32,300.00 "
14010-70000-01464,1 or 2 Family Dwelling,4/22/2015,"$58,000.00 "
14014-20000-04191,1 or 2 Family Dwelling,1/7/2015,"$120,000.00 "
13010-20000-03976,1 or 2 Family Dwelling,6/11/2015,"$181,600.00 "
14014-30000-03925,1 or 2 Family Dwelling,9/16/2014,"$7,000.00 "
15010-10000-00526,1 or 2 Family Dwelling,6/5/2015,"$326,258.00 "
15010-20000-01015,1 or 2 Family Dwelling,5/8/2015,"$10,000.00 "
15014-10000-03615,1 or 2 Family Dwelling,9/29/2015,"$60,000.00 "
14014-40000-04962,1 or 2 Family Dwelling,2/27/2015,"$30,000.00 "
14010-30000-00939,1 or 2 Family Dwelling,5/16/2014,"$15,000.00 "
15010-30000-03134,1 or 2 Family Dwelling,11/16/2015,"$40,000.00 "
14014-30001-03026,1 or 2 Family Dwelling,8/8/2014,"$5,400.00 "
13010-10000-03308,1 or 2 Family Dwelling,1/12/2015,"$298,588.00 "
14014-10001-04082,1 or 2 Family Dwelling,10/22/2015,"$50,000.00 "
13014-10000-04591,Commercial,3/4/2014,"$100,000.00 "
14014-10000-05009,1 or 2 Family Dwelling,4/6/2016,"$15,000.00 "
12014-10000-04541,1 or 2 Family Dwelling,9/30/2014,"$400,000.00 "
15010-20000-03319,1 or 2 Family Dwelling,1/14/2016,"$480,000.00 "
15014-20000-01368,1 or 2 Family Dwelling,4/10/2015,"$10,000.00 "
15010-20000-02760,1 or 2 Family Dwelling,4/13/2016,"$475,000.00 "
14014-20000-01191,1 or 2 Family Dwelling,5/20/2014,"$42,000.00 "
12014-10000-01945,1 or 2 Family Dwelling,4/4/2013,"$250,000.00 "
14014-20000-02714,1 or 2 Family Dwelling,9/16/2015,"$170,000.00 "
13010-20000-03207,1 or 2 Family Dwelling,12/10/2015,"$330,000.00 "
16014-20000-00979,1 or 2 Family Dwelling,3/11/2016,"$7,000.00 "
15014-10000-00152,1 or 2 Family Dwelling,8/3/2015,"$105,000.00 "
14010-30000-00665,1 or 2 Family Dwelling,9/4/2015,"$1,900,000.00 "
14014-20000-04573,1 or 2 Family Dwelling,11/4/2014,"$8,000.00 "
16014-20000-00509,1 or 2 Family Dwelling,3/8/2016,"$53,000.00 "
14014-30000-02561,1 or 2 Family Dwelling,10/10/2014,"$140,000.00 "
14014-10000-02945,1 or 2 Family Dwelling,5/8/2015,"$44,000.00 "
13014-20000-01192,1 or 2 Family Dwelling,4/2/2013,"$50,000.00 "
15014-10000-04888,1 or 2 Family Dwelling,11/6/2015,"$50,000.00 "
15014-20000-05279,1 or 2 Family Dwelling,11/25/2015,"$15,000.00 "
13014-20000-00281,1 or 2 Family Dwelling,1/25/2013,"$25,000.00 "
14010-20000-02742,1 or 2 Family Dwelling,8/5/2015,"$595,000.00 "
15010-10000-00711,Apartment,7/2/2015,"$4,944,974.00 "
14014-30004-02410,1 or 2 Family Dwelling,11/20/2015,"$1,000.00 "
15010-10000-03452,1 or 2 Family Dwelling,3/2/2016,"$275,000.00 "
15014-10000-00105,1 or 2 Family Dwelling,3/21/2016,"$175,000.00 "
15014-20000-05091,1 or 2 Family Dwelling,11/30/2015,"$85,000.00 "
15010-10000-00625,Commercial,5/8/2015,$501.00 
15014-30000-03528,1 or 2 Family Dwelling,10/7/2015,"$535,300.00 "
13014-70000-03939,1 or 2 Family Dwelling,10/2/2013,"$9,900.00 "
15014-20000-01804,1 or 2 Family Dwelling,6/16/2015,"$50,000.00 "
15014-10000-02530,Commercial,10/15/2015,"$150,000.00 "
06010-10005-02165,Apartment,3/23/2015,"$825,550.00 "
15014-10000-04931,1 or 2 Family Dwelling,2/5/2016,"$80,000.00 "
12014-20000-04579,1 or 2 Family Dwelling,3/27/2013,"$29,275.00 "
13014-70000-00034,1 or 2 Family Dwelling,6/10/2014,"$45,150.00 "
14010-10000-03808,1 or 2 Family Dwelling,3/4/2015,"$20,000.00 "
14014-20000-04909,1 or 2 Family Dwelling,4/1/2015,"$35,600.00 "
13014-10000-04607,1 or 2 Family Dwelling,4/8/2015,"$200,000.00 "
15014-10000-04585,1 or 2 Family Dwelling,2/29/2016,"$35,000.00 "
14014-70000-00505,1 or 2 Family Dwelling,3/10/2014,"$63,100.00 "
16014-20000-00387,1 or 2 Family Dwelling,2/26/2016,"$60,000.00 "
13010-20000-01259,1 or 2 Family Dwelling,9/10/2015,"$229,400.00 "
14010-20000-00398,Commercial,5/30/2014,"$35,000.00 "
13014-30000-02737,Apartment,9/25/2013,"$150,000.00 "
14014-10000-02741,Apartment,11/7/2014,"$50,000.00 "
13014-30000-02187,1 or 2 Family Dwelling,1/21/2014,"$140,000.00 "
15014-10000-04666,1 or 2 Family Dwelling,3/22/2016,"$120,000.00 "
15014-20000-04597,1 or 2 Family Dwelling,1/22/2016,"$335,000.00 "
16014-10000-00634,1 or 2 Family Dwelling,2/22/2016,"$30,000.00 "
14014-20000-04815,1 or 2 Family Dwelling,11/18/2014,"$5,000.00 "
15010-70000-04322,1 or 2 Family Dwelling,3/15/2016,"$330,000.00 "
15014-10000-00445,1 or 2 Family Dwelling,3/12/2015,"$3,000.00 "
16010-10000-00176,1 or 2 Family Dwelling,3/2/2016,"$12,000.00 "
15014-20000-03415,1 or 2 Family Dwelling,8/12/2015,"$3,500.00 "
15016-10000-08606,Commercial,9/1/2015,"$98,000.00 "
15010-10000-03586,1 or 2 Family Dwelling,10/28/2015,"$24,000.00 "
13014-10000-00741,Commercial,6/25/2013,"$9,730,664.00 "
16014-20000-00682,1 or 2 Family Dwelling,2/17/2016,"$4,000.00 "
14010-20000-03613,1 or 2 Family Dwelling,5/7/2015,"$282,100.00 "
15014-20000-05910,1 or 2 Family Dwelling,3/1/2016,"$15,000.00 "
14014-20000-02637,1 or 2 Family Dwelling,3/19/2015,"$450,000.00 "
15010-10000-03252,1 or 2 Family Dwelling,4/14/2016,"$280,000.00 "
13014-20000-05175,1 or 2 Family Dwelling,7/8/2014,"$22,000.00 "
13014-10000-03295,1 or 2 Family Dwelling,9/30/2013,"$200,000.00 "
13010-10000-03243,Apartment,4/21/2015,"$6,050,000.00 "
15010-70000-04537,1 or 2 Family Dwelling,3/9/2016,"$126,000.00 "
13014-20000-03875,1 or 2 Family Dwelling,10/22/2013,"$26,000.00 "
15010-20000-02810,1 or 2 Family Dwelling,11/5/2015,"$838,000.00 "
16014-20000-01669,1 or 2 Family Dwelling,4/15/2016,"$16,000.00 "
14014-20000-02969,1 or 2 Family Dwelling,8/12/2014,"$30,000.00 "
14014-20000-00684,Commercial,10/14/2014,"$145,000.00 "
14010-10000-03111,Apartment,7/7/2015,"$706,500.00 "
15014-20000-05722,1 or 2 Family Dwelling,1/29/2016,"$30,000.00 "
13010-30000-02496,1 or 2 Family Dwelling,2/13/2014,"$220,000.00 "
13014-20000-04662,1 or 2 Family Dwelling,11/8/2013,"$8,125.00 "
15010-30000-03457,1 or 2 Family Dwelling,10/23/2015,"$20,000.00 "
14014-20000-01610,1 or 2 Family Dwelling,6/16/2014,"$30,000.00 "
14010-20000-04154,1 or 2 Family Dwelling,11/3/2015,"$25,000.00 "
14010-10000-04042,1 or 2 Family Dwelling,5/13/2015,"$160,000.00 "
15010-20000-03866,1 or 2 Family Dwelling,1/29/2016,"$412,000.00 "
15010-20000-01381,1 or 2 Family Dwelling,12/7/2015,"$210,000.00 "
15010-10000-00401,1 or 2 Family Dwelling,3/10/2016,"$3,000,000.00 "
14014-20000-02201,1 or 2 Family Dwelling,5/28/2014,"$6,000.00 "
15014-30000-00132,1 or 2 Family Dwelling,10/22/2015,"$35,000.00 "
13016-10000-18580,1 or 2 Family Dwelling,11/17/2015,"$100,000.00 "
15014-10000-00984,1 or 2 Family Dwelling,9/14/2015,"$206,062.00 "
14014-20000-04291,1 or 2 Family Dwelling,1/30/2015,"$250,000.00 "
13010-30000-04265,1 or 2 Family Dwelling,4/15/2015,"$1,582,720.00 "
14014-10000-03898,1 or 2 Family Dwelling,9/3/2015,"$136,047.00 "
14014-10000-03550,1 or 2 Family Dwelling,3/3/2015,"$154,000.00 "
15010-10000-00749,1 or 2 Family Dwelling,7/2/2015,"$1,000,000.00 "
14010-20000-03148,1 or 2 Family Dwelling,8/27/2015,"$20,000.00 "
15010-10000-00270,Commercial,2/16/2016,"$807,500.00 "
15010-20000-03209,1 or 2 Family Dwelling,12/11/2015,"$50,000.00 "
13010-10000-01008,Commercial,6/2/2014,"$20,000.00 "
13014-20000-03263,1 or 2 Family Dwelling,10/30/2013,"$200,000.00 "
13014-10000-05507,1 or 2 Family Dwelling,4/14/2014,"$58,000.00 "
15014-30002-05604,1 or 2 Family Dwelling,3/18/2016,$501.00 
14010-10000-01721,Apartment,3/11/2015,"$14,000,000.00 "
15014-30000-05500,1 or 2 Family Dwelling,4/20/2016,"$450,000.00 "
14014-30000-01084,1 or 2 Family Dwelling,6/24/2014,"$235,000.00 "
15014-20000-03706,1 or 2 Family Dwelling,9/14/2015,"$38,600.00 "
15010-20000-01437,1 or 2 Family Dwelling,2/12/2016,"$600,000.00 "
14010-20000-01327,1 or 2 Family Dwelling,8/4/2014,"$364,000.00 "
13010-20000-03331,1 or 2 Family Dwelling,1/29/2014,"$200,000.00 "
14014-20000-00457,1 or 2 Family Dwelling,2/20/2014,"$1,600.00 "
13014-20000-04439,1 or 2 Family Dwelling,10/23/2013,"$35,000.00 "
14010-10001-01941,1 or 2 Family Dwelling,2/25/2016,"$20,000.00 "
13014-30000-02833,1 or 2 Family Dwelling,10/30/2013,"$50,000.00 "
15014-20000-02134,1 or 2 Family Dwelling,6/22/2015,"$48,500.00 "
15010-10000-02818,Apartment,12/1/2015,"$40,587.50 "
14014-30000-04589,1 or 2 Family Dwelling,10/22/2014,"$70,000.00 "
15014-20000-01350,1 or 2 Family Dwelling,4/1/2015,"$5,000.00 "
15014-20000-05052,1 or 2 Family Dwelling,12/2/2015,"$100,000.00 "
15014-20000-04373,1 or 2 Family Dwelling,10/15/2015,"$24,000.00 "
15014-20000-02245,1 or 2 Family Dwelling,10/1/2015,"$100,000.00 "
13010-20000-04673,1 or 2 Family Dwelling,12/22/2014,"$300,000.00 "
15020-20000-00668,Commercial,5/5/2015,"$50,000.00 "
13014-20000-01495,1 or 2 Family Dwelling,4/23/2013,"$12,000.00 "
16014-30000-01174,1 or 2 Family Dwelling,3/25/2016,"$19,000.00 "
13014-10000-05372,1 or 2 Family Dwelling,9/2/2014,"$65,000.00 "
12020-10000-02395,Commercial,5/14/2014,"$97,500.00 "
15014-20000-01405,1 or 2 Family Dwelling,6/2/2015,"$66,000.00 "
15014-70000-05441,1 or 2 Family Dwelling,12/3/2015,"$33,835.00 "
15014-10000-03484,1 or 2 Family Dwelling,1/19/2016,"$21,400.00 "
15014-30000-04095,1 or 2 Family Dwelling,10/6/2015,"$43,840.00 "
15014-20000-00669,1 or 2 Family Dwelling,2/19/2015,"$60,000.00 "
15014-10000-02771,Commercial,3/23/2016,"$454,805.00 "
15014-20000-00073,1 or 2 Family Dwelling,4/2/2015,"$50,000.00 "
14014-10000-04825,1 or 2 Family Dwelling,2/20/2015,"$15,000.00 "
15010-70000-03959,1 or 2 Family Dwelling,12/22/2015,"$22,000.00 "
15014-30000-03756,1 or 2 Family Dwelling,10/15/2015,"$46,000.00 "
13010-20000-02692,Commercial,12/11/2013,"$48,182.00 "
12010-20000-02697,1 or 2 Family Dwelling,6/6/2013,"$900,000.00 "
14014-20000-00186,1 or 2 Family Dwelling,3/4/2014,"$25,000.00 "
13014-20000-02690,1 or 2 Family Dwelling,7/10/2013,"$20,000.00 "
14010-10000-03979,Apartment,8/31/2015,"$10,000,000.00 "
15010-20000-03880,1 or 2 Family Dwelling,3/24/2016,"$177,078.00 "
14014-20000-03847,1 or 2 Family Dwelling,9/15/2014,"$3,800.00 "
15014-20000-00408,1 or 2 Family Dwelling,7/15/2015,"$43,700.00 "
15014-20000-05080,1 or 2 Family Dwelling,2/25/2016,"$78,000.00 "
14010-20000-03611,1 or 2 Family Dwelling,5/7/2015,"$282,100.00 "
12014-30000-04348,1 or 2 Family Dwelling,5/9/2013,"$150,000.00 "
14014-70000-03186,1 or 2 Family Dwelling,8/6/2014,"$52,000.00 "
14014-30000-04652,1 or 2 Family Dwelling,10/29/2014,"$11,000.00 "
15010-10000-02305,1 or 2 Family Dwelling,8/20/2015,"$20,000.00 "
16014-20000-00623,1 or 2 Family Dwelling,4/21/2016,"$355,000.00 "
14010-20000-03640,1 or 2 Family Dwelling,2/18/2015,"$50,300.00 "
14010-20000-03186,1 or 2 Family Dwelling,2/2/2015,"$24,255.00 "
15010-20000-02827,Commercial,2/23/2016,"$15,000.00 "
14014-20000-01504,1 or 2 Family Dwelling,4/14/2015,"$46,800.00 "
13010-10000-03903,1 or 2 Family Dwelling,5/14/2015,"$299,592.00 "
14010-10000-00445,Commercial,5/8/2015,"$16,779,240.00 "
14014-20000-02299,1 or 2 Family Dwelling,8/18/2014,"$150,000.00 "
13014-30000-02079,1 or 2 Family Dwelling,7/18/2013,"$30,000.00 "
12010-40000-01039,Commercial,3/7/2013,"$345,600.00 "
15010-10000-01629,1 or 2 Family Dwelling,11/12/2015,"$218,028.00 "
15014-10000-03513,1 or 2 Family Dwelling,1/5/2016,"$120,000.00 "
14010-10000-00374,1 or 2 Family Dwelling,9/17/2014,"$190,560.00 "
14014-30000-01384,1 or 2 Family Dwelling,5/8/2014,"$25,000.00 "
15010-10000-00269,Commercial,2/16/2016,"$592,500.00 "
15010-10000-03849,1 or 2 Family Dwelling,11/10/2015,"$9,000.00 "
14010-20000-02609,1 or 2 Family Dwelling,3/23/2015,"$800,000.00 "
15014-20000-00028,1 or 2 Family Dwelling,1/9/2015,"$17,082.00 "
15016-20000-14001,1 or 2 Family Dwelling,7/13/2015,"$15,000.00 "
15010-70000-00654,1 or 2 Family Dwelling,12/2/2015,"$382,000.00 "
14014-20000-01106,1 or 2 Family Dwelling,5/20/2014,"$88,000.00 "
13014-40000-04722,1 or 2 Family Dwelling,5/23/2014,"$110,000.00 "
12010-10000-00377,1 or 2 Family Dwelling,8/6/2013,"$179,875.00 "
15014-20000-02887,1 or 2 Family Dwelling,8/13/2015,"$60,000.00 "
15010-20000-03656,1 or 2 Family Dwelling,10/28/2015,"$5,400.00 "
15010-20000-02858,1 or 2 Family Dwelling,10/13/2015,"$473,000.00 "
12014-20000-03359,1 or 2 Family Dwelling,11/26/2013,"$15,000.00 "
15014-20000-03376,1 or 2 Family Dwelling,7/27/2015,"$39,300.00 "
12010-10000-00975,1 or 2 Family Dwelling,5/6/2015,"$350,000.00 "
16014-30000-00316,1 or 2 Family Dwelling,2/1/2016,"$32,000.00 "
15014-70000-02770,1 or 2 Family Dwelling,6/25/2015,"$10,000.00 "
13014-10000-01533,1 or 2 Family Dwelling,2/5/2015,"$352,000.00 "
14010-10000-00107,1 or 2 Family Dwelling,3/26/2015,"$46,200.00 "
15010-10000-02085,1 or 2 Family Dwelling,2/16/2016,"$200,000.00 "
14010-20000-01831,1 or 2 Family Dwelling,1/27/2015,"$1,400,000.00 "
15014-20000-00329,1 or 2 Family Dwelling,3/23/2015,"$50,000.00 "
15014-20000-05461,1 or 2 Family Dwelling,11/30/2015,"$12,000.00 "
15014-20000-05697,1 or 2 Family Dwelling,12/18/2015,"$20,000.00 "
14014-10000-03281,1 or 2 Family Dwelling,10/1/2014,"$70,000.00 "
12010-20000-01500,1 or 2 Family Dwelling,1/7/2013,"$90,000.00 "
13014-20000-02498,1 or 2 Family Dwelling,6/26/2013,"$25,000.00 "
13014-20000-01776,1 or 2 Family Dwelling,5/14/2013,"$15,000.00 "
14014-10000-00183,1 or 2 Family Dwelling,2/25/2014,"$60,000.00 "
14014-10000-02905,1 or 2 Family Dwelling,12/18/2014,"$200,000.00 "
13010-30000-00939,1 or 2 Family Dwelling,11/20/2013,"$36,000.00 "
15014-30000-00925,1 or 2 Family Dwelling,6/11/2015,"$20,000.00 "
13016-20001-25895,1 or 2 Family Dwelling,3/14/2014,"$50,000.00 "
14014-10000-02066,1 or 2 Family Dwelling,10/9/2014,"$300,000.00 "
15014-70000-00524,1 or 2 Family Dwelling,2/23/2015,"$12,500.00 "
14014-30000-05599,1 or 2 Family Dwelling,2/23/2015,"$200,000.00 "
16014-20000-00278,1 or 2 Family Dwelling,2/2/2016,"$14,000.00 "
15010-10000-03697,1 or 2 Family Dwelling,10/29/2015,"$20,000.00 "
14010-30000-03159,Apartment,3/30/2016,"$4,580,000.00 "
15014-30000-00453,1 or 2 Family Dwelling,2/5/2015,"$30,000.00 "
14010-20000-02625,1 or 2 Family Dwelling,4/4/2016,"$251,000.00 "
15014-20000-02102,1 or 2 Family Dwelling,5/22/2015,"$50,000.00 "
16014-20000-00581,1 or 2 Family Dwelling,2/10/2016,"$25,000.00 "
13010-20000-02424,1 or 2 Family Dwelling,2/19/2016,"$349,000.00 "
14014-30000-03737,1 or 2 Family Dwelling,2/27/2015,"$55,000.00 "
14010-20000-03427,1 or 2 Family Dwelling,7/8/2015,"$400,000.00 "
15014-20000-05406,1 or 2 Family Dwelling,3/2/2016,"$250,000.00 "
13010-20000-04180,1 or 2 Family Dwelling,8/27/2015,"$182,000.00 "
15014-10000-02766,1 or 2 Family Dwelling,8/7/2015,"$8,500.00 "
14010-10000-03654,1 or 2 Family Dwelling,4/5/2016,"$165,000.00 "
14010-20000-00008,1 or 2 Family Dwelling,7/14/2015,"$400,000.00 "
15010-10000-03168,1 or 2 Family Dwelling,2/23/2016,"$750,000.00 "
15014-20000-04339,1 or 2 Family Dwelling,4/11/2016,"$131,000.00 "
15014-20000-03604,1 or 2 Family Dwelling,9/2/2015,"$40,000.00 "
15014-10000-00387,1 or 2 Family Dwelling,3/11/2016,"$125,000.00 "
13014-20000-01712,1 or 2 Family Dwelling,5/21/2013,"$4,590.00 "
15010-20000-01326,1 or 2 Family Dwelling,2/2/2016,"$62,500.00 "
